#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
45,354,1,RS,2. Principios para asegurar una educación de calidad,"2.1 Fundamentos filosóficos, legales y éticos",2.1.3 Promoción de los derechos humanos,51669,COMUN-ATP.18,"A partir de acciones de planeación por parte del asesor, identificar aquélla que considere la inclusión de todos los alumnos.",Aplicación,,,,,,,Piloto,Piloto
46,281,1,RS,2. Principios para asegurar una educación de calidad,"2.1 Fundamentos filosóficos, legales y éticos",2.1.3 Promoción de los derechos humanos,51672,COMUN-ATP.19,"A partir de un listado de acciones escolares relacionadas con la asesoría, identificar aquélla que corresponde a la promoción de derechos humanos.",Comprensión,76.26,0.214,-0.237,-0.148,0.214,-0.123,2017,Ancla
47,290,1,RS,2. Principios para asegurar una educación de calidad,"2.1 Fundamentos filosóficos, legales y éticos",2.1.3 Promoción de los derechos humanos,51672,COMUN-ATP.19,"A partir de un listado de acciones escolares relacionadas con la asesoría, identificar aquélla que corresponde a la promoción de derechos humanos.",Comprensión,84.94,0.284,-0.169,-0.139,0.284,-0.273,2017,Ancla
48,15,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.1 Promoción de la inclusión educativa,51660,COMUN-ATP.19.B,"A partir de acciones de asesoría, identificar la que coadyuve al logro de ambientes favorables para el aprendizaje, la sana convivencia, la interculturalidad, la inclusión o la seguridad de los alumnos",Aplicación,,,,,,,Piloto focal,Piloto focal
49,81,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.1 Promoción de la inclusión educativa,51660,COMUN-ATP.19.B,"A partir de acciones de asesoría, identificar la que coadyuve al logro de ambientes favorables para el aprendizaje, la sana convivencia, la interculturalidad, la inclusión o la seguridad de los alumnos",Aplicación,,,,,,,Piloto focal,Piloto focal
50,358,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.1 Promoción de la inclusión educativa,51660,COMUN-ATP.19.B,"A partir de acciones de asesoría, identificar la que coadyuve al logro de ambientes favorables para el aprendizaje, la sana convivencia, la interculturalidad, la inclusión o la seguridad de los alumnos",Aplicación,,,,,,,Piloto,Piloto
51,154,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.1 Promoción de la inclusión educativa,51674,COMUN-ATP.20,"A partir de una situación escolar, identificar la acción que deben tomar docentes y directivos para evitar el uso de estereotipos de género.",Aplicación,,,,,,,Piloto focal,Piloto focal
52,413,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.1 Promoción de la inclusión educativa,51674,COMUN-ATP.20,"A partir de una situación escolar, identificar la acción que deben tomar docentes y directivos para evitar el uso de estereotipos de género.",Aplicación,,,,,,,Piloto focal,Piloto focal
53,266,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.1 Promoción de la inclusión educativa,51675,COMUN-ATP.21,"A partir de la descripción de estrategias de docentes y directivos, identificar aquélla que promueva la inclusión o la equidad educativa.",Comprensión,52.97,0.293,-0.121,0.293,-0.197,-0.264,2017,Ancla
54,183,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.1 Promoción de la inclusión educativa,51675,COMUN-ATP.21,"A partir de la descripción de estrategias de docentes y directivos, identificar aquélla que promueva la inclusión o la equidad educativa.",Comprensión,77.83,0.189,0.189,-0.111,-0.135,-0.22,2017,Ancla
55,241,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.2 Acciones para la seguridad escolar,51676,COMUN-ATP.22,"A partir de una situación escolar, identificar el proceso para la implementación de un plan de acción encaminado a prevenir factores de riesgo que afectan la integridad o seguridad de los alumnos.",Aplicación,80.88,0.336,-0.201,-0.278,0.336,-0.198,2017,Ancla
56,107,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.2 Acciones para la seguridad escolar,51676,COMUN-ATP.22,"A partir de una situación escolar, identificar el proceso para la implementación de un plan de acción encaminado a prevenir factores de riesgo que afectan la integridad o seguridad de los alumnos.",Aplicación,,,,,,,Piloto focal,Piloto focal
57,368,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.2 Acciones para la seguridad escolar,51676,COMUN-ATP.22,"A partir de una situación escolar, identificar el proceso para la implementación de un plan de acción encaminado a prevenir factores de riesgo que afectan la integridad o seguridad de los alumnos.",Aplicación,,,,,,,Piloto,Piloto
58,218,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.2 Acciones para la seguridad escolar,51677,COMUN-ATP.23,"A partir de una situación escolar relacionada con la convivencia sana, selecciona las estrategias que permiten atender un conflicto escolar.",Comprensión,81.24,0.261,-0.209,-0.169,-0.205,0.261,2017,Ancla
59,234,1,RS,2. Principios para asegurar una educación de calidad,2.2 Ambientes favorables para el aprendizaje,2.2.2 Acciones para la seguridad escolar,51677,COMUN-ATP.23,"A partir de una situación escolar relacionada con la convivencia sana, selecciona las estrategias que permiten atender un conflicto escolar.",Comprensión,81.92,0.165,-0.073,-0.194,-0.136,0.165,2017,Ancla
60,314,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.1 Valores en el ejercicio de la función,51678,COMUN-ATP.24,"A partir de un listado de acciones escolares, identificar aquellas actitudes (respeto, confianza, empatía, apertura, responsabilidad compartida u honestidad intelectual) requeridas para la función de asesoría.",Conocimiento,81.61,0.246,0.246,-0.161,-0.196,-0.202,2017,Ancla
61,103,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.1 Valores en el ejercicio de la función,51678,COMUN-ATP.24,"A partir de un listado de acciones escolares, identificar aquellas actitudes (respeto, confianza, empatía, apertura, responsabilidad compartida u honestidad intelectual) requeridas para la función de asesoría.",Conocimiento,,,,,,,Piloto focal,Piloto focal
62,369,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.1 Valores en el ejercicio de la función,51678,COMUN-ATP.24,"A partir de un listado de acciones escolares, identificar aquellas actitudes (respeto, confianza, empatía, apertura, responsabilidad compartida u honestidad intelectual) requeridas para la función de asesoría.",Conocimiento,,,,,,,Piloto,Piloto
63,190,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.1 Valores en el ejercicio de la función,51679,COMUN-ATP.25,"A partir de una situación escolar relacionada con el aprendizaje colaborativo entre docentes, identificar los elementos que corresponden a actitudes de respeto, confianza, empatía, apertura, responsabilidad compartida u honestidad intelectual.",Comprensión,61.65,0.181,-0.124,0.181,-0.113,-0.196,2017,Ancla
64,242,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.1 Valores en el ejercicio de la función,51679,COMUN-ATP.25,"A partir de una situación escolar relacionada con el aprendizaje colaborativo entre docentes, identificar los elementos que corresponden a actitudes de respeto, confianza, empatía, apertura, responsabilidad compartida u honestidad intelectual.",Comprensión,53.88,0.252,-0.102,-0.212,-0.201,0.252,2017,Ancla
65,5,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.2 Trabajo colaborativo,51680,COMUN-ATP.26,"A partir de un listado de enunciados, identificar aquél que corresponde a un principio del trabajo colaborativo.",Conocimiento,,,,,,,Piloto focal,Piloto focal
66,36,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.2 Trabajo colaborativo,51680,COMUN-ATP.26,"A partir de un listado de enunciados, identificar aquél que corresponde a un principio del trabajo colaborativo.",Conocimiento,,,,,,,Piloto focal,Piloto focal
67,155,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.2 Trabajo colaborativo,51680,COMUN-ATP.26,"A partir de un listado de enunciados, identificar aquél que corresponde a un principio del trabajo colaborativo.",Conocimiento,,,,,,,Piloto,Piloto
68,125,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.2 Trabajo colaborativo,51662,COMUN-ATP.27.A,"A partir de un listado de acciones de asesoría, identificar la que ofrece una ventaja, de acuerdo con los principios del trabajo colaborativo",Comprensión,,,,,,,Piloto focal,Piloto focal
69,157,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.2 Trabajo colaborativo,51662,COMUN-ATP.27.A,"A partir de un listado de acciones de asesoría, identificar la que ofrece una ventaja, de acuerdo con los principios del trabajo colaborativo",Comprensión,,,,,,,Piloto focal,Piloto focal
70,375,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.2 Trabajo colaborativo,51662,COMUN-ATP.27.A,"A partir de un listado de acciones de asesoría, identificar la que ofrece una ventaja, de acuerdo con los principios del trabajo colaborativo",Comprensión,,,,,,,Piloto,Piloto
71,270,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.3 Solución de problemas educativos,51803,COMUN-ATP.28,"A partir de situaciones escolares, distinguir la escucha activa, cuestionamiento o diálogo informado como estrategia en la exploración de problemas educativos.",Comprensión,41.77,0.426,-0.386,0.426,-0.191,-0.092,2017,Ancla
72,271,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.3 Solución de problemas educativos,51803,COMUN-ATP.28,"A partir de situaciones escolares, distinguir la escucha activa, cuestionamiento o diálogo informado como estrategia en la exploración de problemas educativos.",Comprensión,85.12,0.286,-0.244,0.286,-0.196,-0.141,2017,Ancla
73,274,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.3 Solución de problemas educativos,51810,COMUN-ATP.29,"A partir de un problema relacionado con el bajo rendimiento de los alumnos, distinguir la acción que le permita explorar el problema a través de las habilidades comunicativas.",Aplicación,61.36,0.262,-0.141,0.262,-0.214,-0.215,2017,Ancla
74,243,1,RS,2. Principios para asegurar una educación de calidad,2.3 Capacidades para ejercer la función,2.3.3 Solución de problemas educativos,51810,COMUN-ATP.29,"A partir de un problema relacionado con el bajo rendimiento de los alumnos, distinguir la acción que le permita explorar el problema a través de las habilidades comunicativas.",Aplicación,52.79,0.212,-0.074,0.212,-0.261,-0.15,2017,Ancla
75,287,1,RS,2. Principios para asegurar una educación de calidad,2.4 Educación de calidad,2.4.1 Derecho de los alumnos a una educación de calidad,51681,COMUN-ATP.30,"A partir de una situación relacionada con el aprendizaje de los alumnos, identificar una acción de la asesoría que contribuye al cumplimiento del currículo.",Aplicación,89.42,0.236,0.236,-0.167,-0.199,-0.163,2017,Ancla
76,219,1,RS,2. Principios para asegurar una educación de calidad,2.4 Educación de calidad,2.4.1 Derecho de los alumnos a una educación de calidad,51681,COMUN-ATP.30,"A partir de una situación relacionada con el aprendizaje de los alumnos, identificar una acción de la asesoría que contribuye al cumplimiento del currículo.",Aplicación,60.29,0.222,0.222,-0.142,-0.224,-0.123,2017,Ancla
77,289,1,RS,2. Principios para asegurar una educación de calidad,2.4 Educación de calidad,2.4.1 Derecho de los alumnos a una educación de calidad,51682,COMUN-ATP.31,"A partir de un listado de acciones de un asesor técnico pedagógico, identificar aquéllas que favorecen el aprendizaje inclusivo de los alumnos.",Comprensión,70.11,0.257,-0.166,-0.197,-0.194,0.257,2017,Ancla
78,244,1,RS,2. Principios para asegurar una educación de calidad,2.4 Educación de calidad,2.4.1 Derecho de los alumnos a una educación de calidad,51682,COMUN-ATP.31,"A partir de un listado de acciones de un asesor técnico pedagógico, identificar aquéllas que favorecen el aprendizaje inclusivo de los alumnos.",Comprensión,81.29,0.238,-0.188,-0.19,0.238,-0.168,2017,Ancla
