#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
20,596,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.3 Transversalidad del lenguaje,23487,ATP-LENGUA-SEC.08,"A partir de actividades didácticas del lenguaje oral, identificar la que fortalece el logro de propósitos de distintas asignaturas.",Comprensión,,,,,,,Nuevo ,Nuevo 
21,601,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.3 Transversalidad del lenguaje,23487,ATP-LENGUA-SEC.08,"A partir de actividades didácticas del lenguaje oral, identificar la que fortalece el logro de propósitos de distintas asignaturas.",Comprensión,,,,,,,Nuevo ,Nuevo 
22,345,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.3 Transversalidad del lenguaje,23487,ATP-LENGUA-SEC.08,"A partir de actividades didácticas del lenguaje oral, identificar la que fortalece el logro de propósitos de distintas asignaturas.",Comprensión,74.380,0.383,-0.208,0.383,-0.193,-0.295,2017,Ancla
23,28,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,23488,ATP-LENGUA-SEC.09,"A partir de una situación de aprendizaje, identificar las acciones que fortalecen la relación entre lenguaje oral, lectura y lenguaje escrito.",Comprensión,75.120,0.15,-0.221,0.15,-2,-0.054,2017,Ancla
24,326,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,23488,ATP-LENGUA-SEC.09,"A partir de una situación de aprendizaje, identificar las acciones que fortalecen la relación entre lenguaje oral, lectura y lenguaje escrito.",Comprensión,45.810,0.158,-0.067,0.158,-0.184,-0.13,2017,Ancla
25,481,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,52027,ATP-LENGUA-SEC.10.A,"A partir de situaciones didácticas, identificar las características que permiten fortalecer el desarrollo de la oralidad o de la cultura escrita",Conocimiento,,,,,,,Nuevo ,Nuevo 
26,546,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,52027,ATP-LENGUA-SEC.10.A,"A partir de situaciones didácticas, identificar las características que permiten fortalecer el desarrollo de la oralidad o de la cultura escrita",Conocimiento,,,,,,,Nuevo ,Nuevo 
27,618,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,52027,ATP-LENGUA-SEC.10.A,"A partir de situaciones didácticas, identificar las características que permiten fortalecer el desarrollo de la oralidad o de la cultura escrita",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo
28,482,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,52034,ATP-LENGUA-SEC.11.A,"A partir de situaciones de aprendizaje referentes a la oralidad o escritura, identificar las características de las prácticas docentes que las fortalecen",Comprensión,,,,,,,Nuevo ,Nuevo 
29,563,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,52034,ATP-LENGUA-SEC.11.A,"A partir de situaciones de aprendizaje referentes a la oralidad o escritura, identificar las características de las prácticas docentes que las fortalecen",Comprensión,,,,,,,Nuevo ,Nuevo 
30,607,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,52034,ATP-LENGUA-SEC.11.A,"A partir de situaciones de aprendizaje referentes a la oralidad o escritura, identificar las características de las prácticas docentes que las fortalecen",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
31,703,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,52040,ATP-LENGUA-SEC.12.A,"A partir de un contenido de oralidad o escritura en Educación Secundaria, identificar las características de las prácticas docentes que permiten abordarlo con base en el enfoque",Conocimiento,,,,,,,Nuevo ,Nuevo 
32,593,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,52040,ATP-LENGUA-SEC.12.A,"A partir de un contenido de oralidad o escritura en Educación Secundaria, identificar las características de las prácticas docentes que permiten abordarlo con base en el enfoque",Conocimiento,,,,,,,Nuevo ,Nuevo 
33,707,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,52040,ATP-LENGUA-SEC.12.A,"A partir de un contenido de oralidad o escritura en Educación Secundaria, identificar las características de las prácticas docentes que permiten abordarlo con base en el enfoque",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo
34,296,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,23492,ATP-LENGUA-SEC.13,"A partir de una de las variables didácticas, identificar la que está asociada al nivel de dificultad en una tarea comunicativa del lenguaje oral.",Conocimiento,38.745,0.18,-0.081,0.18,-0.283,-0.11,2016,Específico
35,554,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,23492,ATP-LENGUA-SEC.13,"A partir de una de las variables didácticas, identificar la que está asociada al nivel de dificultad en una tarea comunicativa del lenguaje oral.",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo
36,606,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.3 Dispositivos didácticos,23493,ATP-LENGUA-SEC.14,"A partir de las actividades de un plan de clase, identificar las acciones que refieren el uso de la biblioteca escolar para favorecer el aprendizaje del lenguaje escrito",Comprensión,,,,,,,Nuevo ,Nuevo 
37,637,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.3 Dispositivos didácticos,23493,ATP-LENGUA-SEC.14,"A partir de las actividades de un plan de clase, identificar las acciones que refieren el uso de la biblioteca escolar para favorecer el aprendizaje del lenguaje escrito",Comprensión,,,,,,,Piloto Variable,Piloto Variable
38,509,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.3 Dispositivos didácticos,23494,ATP-LENGUA-SEC.15,"A partir de competencias de las asignaturas, identificar las que se favorecen con el uso de la biblioteca de aula escolar",Conocimiento,,,,,,,Nuevo ,Nuevo 
39,23,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.3 Dispositivos didácticos,23494,ATP-LENGUA-SEC.15,"A partir de competencias de las asignaturas, identificar las que se favorecen con el uso de la biblioteca de aula escolar",Conocimiento,72.170,0.369,0.369,-0.296,-0.233,-0.185,2017,Ancla
40,172,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.3 Dispositivos didácticos,23495,ATP-LENGUA-SEC.16,"A partir de actividades relacionadas con la formación lectora, identificar las que se vinculen con la literatura.",Conocimiento,64.040,0.243,-0.145,0.243,-0.23,-0.133,2017,Ancla
41,436,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.3 Dispositivos didácticos,23495,ATP-LENGUA-SEC.16,"A partir de actividades relacionadas con la formación lectora, identificar las que se vinculen con la literatura.",Conocimiento,51.970,0.231,-0.277,-0.114,0.231,-0.048,2017,Ancla
42,65,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,23496,ATP-LENGUA-SEC.17,"A partir de una acción docente, identificar la asesoría dirigida a fortalecer el lenguaje escrito en todos los alumnos.",Comprensión,52.710,0.202,-0.115,-0.092,0.202,-0.196,2017,Ancla
43,173,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,23496,ATP-LENGUA-SEC.17,"A partir de una acción docente, identificar la asesoría dirigida a fortalecer el lenguaje escrito en todos los alumnos.",Comprensión,70.200,0.296,-0.143,-0.261,0.296,-0.192,2017,Ancla
44,364,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,23497,ATP-LENGUA-SEC.18,"A partir de un problema en el aprendizaje del lenguaje oral en un grupo escolar, identificar la asesoría que lo resuelve para todos los alumnos",Aplicación,88.528,0.125,-0.123,0.125,-0.125,-9,2016,Específico
45,179,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,23498,ATP-LENGUA-SEC.19,"A partir de acciones de asesoría para la mejora, identificar la que se refiere a una experiencia situada",Conocimiento,33.990,0.175,-0.058,-0.173,-0.155,0.175,2017,Ancla
46,394,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,23498,ATP-LENGUA-SEC.19,"A partir de acciones de asesoría para la mejora, identificar la que se refiere a una experiencia situada",Conocimiento,60.590,0.221,0.221,-0.141,-0.222,-0.107,2017,Ancla
47,398,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,23499,ATP-LENGUA-SEC.20,"A partir de necesidades de gestión en la dimensión pedagógica, identificar la asesoría que fortalece el desarrollo del lenguaje oral y escrito",Comprensión,45.320,0.285,-0.057,-0.317,0.285,-0.096,2017,Ancla
48,257,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,23499,ATP-LENGUA-SEC.20,"A partir de necesidades de gestión en la dimensión pedagógica, identificar la asesoría que fortalece el desarrollo del lenguaje oral y escrito",Comprensión,56.061,0.211,-0.075,0.211,-0.263,-0.198,2016,Específico
49,210,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,23500,ATP-LENGUA-SEC.21,"A partir de acciones didácticas, identificar la asesoría que permite disminuir los factores de riesgo para el aprendizaje del lenguaje oral y escrito",Aplicación,62.338,0.235,-0.231,0.235,-0.21,-0.067,2016,Específico
50,490,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,23500,ATP-LENGUA-SEC.21,"A partir de acciones didácticas, identificar la asesoría que permite disminuir los factores de riesgo para el aprendizaje del lenguaje oral y escrito",Aplicación,,,,,,,Piloto Variable,Piloto Variable
51,211,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,23501,ATP-LENGUA-SEC.22,"A partir del diagnóstico grupal sobre lectura y escritura, identificar los factores de riesgo para su aprendizaje.",Comprensión,59.610,0.26,-0.202,-0.173,0.26,-0.152,2017,Ancla
52,440,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,23501,ATP-LENGUA-SEC.22,"A partir del diagnóstico grupal sobre lectura y escritura, identificar los factores de riesgo para su aprendizaje.",Comprensión,69.950,0.25,-0.316,0.25,-0.018,-0.157,2017,Ancla
53,503,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,23502,ATP-LENGUA-SEC.23,"A partir de acciones desarrolladas con el colectivo, identificar las que previenen el rezago o la deserción escolar",Comprensión,,,,,,,Nuevo ,Nuevo 
54,227,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,23502,ATP-LENGUA-SEC.23,"A partir de acciones desarrolladas con el colectivo, identificar las que previenen el rezago o la deserción escolar",Comprensión,89.660,0.153,-0.06,-0.193,-0.071,0.153,2017,Ancla
55,719,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,23503,ATP-LENGUA-SEC.24,"A partir de las características de un grupo escolar, identificar los instrumentos del diagnóstico que describen las capacidades de los alumnos en materia de lenguaje oral y escrito",Comprensión,,,,,,,Nuevo ,Nuevo 
56,340,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,23503,ATP-LENGUA-SEC.24,"A partir de las características de un grupo escolar, identificar los instrumentos del diagnóstico que describen las capacidades de los alumnos en materia de lenguaje oral y escrito",Comprensión,72.660,0.16,-0.132,0.16,-0.127,-0.118,2017,Ancla
57,504,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,23503,ATP-LENGUA-SEC.24,"A partir de las características de un grupo escolar, identificar los instrumentos del diagnóstico que describen las capacidades de los alumnos en materia de lenguaje oral y escrito",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
58,663,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,23504,ATP-LENGUA-SEC.25,"A partir de los resultados de una evaluación externa, identificar las dificultades comunes en la lengua oral y escrita de los alumnos",Comprensión,,,,,,,Nuevo ,Nuevo 
59,251,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,23504,ATP-LENGUA-SEC.25,"A partir de los resultados de una evaluación externa, identificar las dificultades comunes en la lengua oral y escrita de los alumnos",Comprensión,41.130,0.265,-0.104,-0.165,0.265,-0.23,2017,Ancla
60,720,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,23504,ATP-LENGUA-SEC.25,"A partir de los resultados de una evaluación externa, identificar las dificultades comunes en la lengua oral y escrita de los alumnos",Comprensión,,,,,,,Piloto Variable,Piloto Variable
61,343,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,23505,ATP-LENGUA-SEC.26,"A partir de una sesión de Consejo Técnico donde se analizan los resultados del diagnóstico escolar, identificar las acciones del proyecto que mejoran los resultados en materia de lenguaje oral y escrito",Aplicación,52.710,0.287,-0.082,-0.286,-0.134,0.287,2017,Ancla
62,449,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,23505,ATP-LENGUA-SEC.26,"A partir de una sesión de Consejo Técnico donde se analizan los resultados del diagnóstico escolar, identificar las acciones del proyecto que mejoran los resultados en materia de lenguaje oral y escrito",Aplicación,61.330,0.194,-0.122,0.194,-0.202,-0.123,2017,Ancla
63,580,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,23506,ATP-LENGUA-SEC.27,"A partir de información de un diagnóstico escolar, identificar la que permite definir un plan de asesoría para fortalecer el lenguaje oral y escrito",Comprensión,,,,,,,Nuevo ,Nuevo 
64,96,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,23506,ATP-LENGUA-SEC.27,"A partir de información de un diagnóstico escolar, identificar la que permite definir un plan de asesoría para fortalecer el lenguaje oral y escrito",Comprensión,47.780,0.28,0.28,-0.193,-0.178,-0.14,2017,Ancla
65,587,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,23506,ATP-LENGUA-SEC.27,"A partir de información de un diagnóstico escolar, identificar la que permite definir un plan de asesoría para fortalecer el lenguaje oral y escrito",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
66,505,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,23507,ATP-LENGUA-SEC.28,"A partir de estrategias de asesoría, identificar las que vinculan el aprendizaje del lenguaje oral y escrito y el uso de la biblioteca escolar con alguna de las asignaturas del Plan de Estudios 2011",Comprensión,,,,,,,Nuevo ,Nuevo 
67,309,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,23507,ATP-LENGUA-SEC.28,"A partir de estrategias de asesoría, identificar las que vinculan el aprendizaje del lenguaje oral y escrito y el uso de la biblioteca escolar con alguna de las asignaturas del Plan de Estudios 2011",Comprensión,79.800,0.345,-0.111,0.345,-0.22,-0.29,2017,Ancla
68,225,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.3 Seguimiento,23508,ATP-LENGUA-SEC.29,"A partir de acciones de asesoría, identificar las que se refieren al seguimiento del colectivo docente para la mejora del aprendizaje del lenguaje oral y escrito",Comprensión,50.990,0.219,-0.216,0.219,-0.146,-0.141,2017,Ancla
69,442,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.3 Seguimiento,23508,ATP-LENGUA-SEC.29,"A partir de acciones de asesoría, identificar las que se refieren al seguimiento del colectivo docente para la mejora del aprendizaje del lenguaje oral y escrito",Comprensión,66.750,0.222,0.222,-0.267,-0.126,-0.053,2017,Ancla
70,506,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.1 Proceso de enseñanza y aprendizaje,23509,ATP-LENGUA-SEC.30,"A partir de actividades que se realizan en un Consejo Técnico, identificar las que propicien la reflexión individual o colectiva sobre el aprendizaje del lenguaje oral y escrito",Comprensión,,,,,,,Nuevo ,Nuevo 
71,235,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.1 Proceso de enseñanza y aprendizaje,23509,ATP-LENGUA-SEC.30,"A partir de actividades que se realizan en un Consejo Técnico, identificar las que propicien la reflexión individual o colectiva sobre el aprendizaje del lenguaje oral y escrito",Comprensión,63.300,0.245,-0.2,-0.117,0.245,-0.168,2017,Ancla
72,617,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.1 Proceso de enseñanza y aprendizaje,23509,ATP-LENGUA-SEC.30,"A partir de actividades que se realizan en un Consejo Técnico, identificar las que propicien la reflexión individual o colectiva sobre el aprendizaje del lenguaje oral y escrito",Comprensión,,,,,,,Piloto Variable,Piloto Variable
73,36,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,23510,ATP-LENGUA-SEC.31,"A partir de las características del diseño de situaciones para la enseñanza del lenguaje oral y escrito, identificar las que mejoran las competencias comunicativas.",Conocimiento,65.270,0.307,-0.237,-0.253,-0.111,0.307,2017,Ancla
74,236,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,23510,ATP-LENGUA-SEC.31,"A partir de las características del diseño de situaciones para la enseñanza del lenguaje oral y escrito, identificar las que mejoran las competencias comunicativas.",Conocimiento,54.190,0.412,0.412,-0.218,-0.352,-0.091,2017,Ancla
75,103,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,23511,ATP-LENGUA-SEC.32,"A partir de propuestas de asesoría, identificar la que considera características para el diseño de situaciones de aprendizaje que incluyan prácticas sociales",Comprensión,34.480,0.252,0.252,-0.176,-0.092,-0.188,2017,Ancla
76,466,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,23511,ATP-LENGUA-SEC.32,"A partir de propuestas de asesoría, identificar la que considera características para el diseño de situaciones de aprendizaje que incluyan prácticas sociales",Comprensión,76.110,0.352,0.352,-0.239,-0.236,-0.186,2017,Ancla
77,335,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,23512,ATP-LENGUA-SEC.33,"A partir de estrategias de asesoría, identificar las que promueven situaciones de aprendizaje que fortalecen habilidades de lectura o escritura",Comprensión,58.870,0.444,-0.254,0.444,-0.355,-0.137,2017,Ancla
78,511,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,23512,ATP-LENGUA-SEC.33,"A partir de estrategias de asesoría, identificar las que promueven situaciones de aprendizaje que fortalecen habilidades de lectura o escritura",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
79,243,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,23513,ATP-LENGUA-SEC.34,"A partir de una situación didáctica, identificar la estrategia de asesoría que promueva la interacción entre los alumnos para desarrollar competencias comunicativas",Comprensión,72.170,0.31,-0.164,-0.108,-0.291,0.31,2017,Ancla
80,640,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,23513,ATP-LENGUA-SEC.34,"A partir de una situación didáctica, identificar la estrategia de asesoría que promueva la interacción entre los alumnos para desarrollar competencias comunicativas",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
81,253,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,23514,ATP-LENGUA-SEC.35,"A partir de interacciones entre los alumnos, identificar las que favorezcan el lenguaje oral o escrito.",Conocimiento,52.460,0.289,-0.168,0.289,-0.312,-0.011,2017,Ancla
82,400,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,23514,ATP-LENGUA-SEC.35,"A partir de interacciones entre los alumnos, identificar las que favorezcan el lenguaje oral o escrito.",Conocimiento,86.700,0.248,-0.143,-0.2,0.248,-0.191,2017,Ancla
83,542,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,52049,ATP-LENGUA-SEC.36.A,"A partir de un problema de aprendizaje, identificar la estrategia de asesoramiento que desafíe al docente para favorecer que todos los alumnos aprendan",Aplicación,,,,,,,Nuevo ,Nuevo 
84,551,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,52049,ATP-LENGUA-SEC.36.A,"A partir de un problema de aprendizaje, identificar la estrategia de asesoramiento que desafíe al docente para favorecer que todos los alumnos aprendan",Aplicación,,,,,,,Nuevo ,Nuevo 
