#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,
27,21,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,24239,ATP-EDUFIS.11,"A partir de actividades recreativas, identificar aquella que cumple con el programa de Educación Física con sentido formativo",Comprensión,88.85,0.304,-0.206,-0.215,0.304,-0.227,2017,Ancla,,,,,,,,,,,,
28,211,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,24240,ATP-EDUFIS.12,"A partir de la descripción de una actividad, identificar aquella que corresponde a la variabilidad de la práctica según el espacio o área de trabajo.",Comprensión,58.854,0.268,-0.141,0.268,-0.321,-0.014,2016,Específico ,,,,,,,,,,,,
29,526,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,24240,ATP-EDUFIS.12,"A partir de la descripción de una actividad, identificar aquella que corresponde a la variabilidad de la práctica según el espacio o área de trabajo.",Comprensión,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,
30,476,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,51852,ATP-EDUFIS.13.A,"A partir de características de diversas prácticas docentes en una sesión de Educación Física, identificar aquellas que corresponden al nivel de secundaria",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
31,533,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,51852,ATP-EDUFIS.13.A,"A partir de características de diversas prácticas docentes en una sesión de Educación Física, identificar aquellas que corresponden al nivel de secundaria",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,
32,73,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,24242,ATP-EDUFIS.14,"A partir del enfoque y al menos de un propósito de Educación Física, identificar la acción didáctica que lo favorece",Comprensión,77.7,0.309,-0.204,0.309,-0.317,-0.096,2017,Ancla,,,,,,,,,,,,
33,297,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,24242,ATP-EDUFIS.14,"A partir del enfoque y al menos de un propósito de Educación Física, identificar la acción didáctica que lo favorece",Comprensión,59.85,0.277,-0.136,-0.251,-0.198,0.277,2017,Ancla,,,,,,,,,,,,
34,14,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,24243,ATP-EDUFIS.15,"A partir de los juegos que realizan los alumnos de Educación Física, distinguir aquel que favorece un aprendizaje esperado",Aplicación,45.72,0.276,0.276,-0.039,-0.295,-0.22,2017,Ancla,,,,,,,,,,,,
35,483,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.2 Prácticas docentes,24243,ATP-EDUFIS.15,"A partir de los juegos que realizan los alumnos de Educación Física, distinguir aquel que favorece un aprendizaje esperado",Aplicación,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,
36,253,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,24244,ATP-EDUFIS.16,"A partir de una situación en la que se dificulta lograr un aprendizaje esperado, identificar aquella estrategia de asesoría que permita al docente mejorar su práctica",Aplicación,50.19,0.255,-0.288,-0.136,0.255,-0.091,2017,Ancla,,,,,,,,,,,,
37,383,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,24244,ATP-EDUFIS.16,"A partir de una situación en la que se dificulta lograr un aprendizaje esperado, identificar aquella estrategia de asesoría que permita al docente mejorar su práctica",Aplicación,74.35,0.366,-0.159,-0.395,0.366,-0.122,2017,Ancla,,,,,,,,,,,,
38,25,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,24245,ATP-EDUFIS.17,"A partir de descripciones de asesoría, identificar aquella en la que se enriquezca la intervención pedagógica de los docentes",Comprensión,84.01,0.299,0.299,-0.107,-0.293,-0.275,2017,Ancla,,,,,,,,,,,,
39,485,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,24245,ATP-EDUFIS.17,"A partir de descripciones de asesoría, identificar aquella en la que se enriquezca la intervención pedagógica de los docentes",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
40,641,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,24245,ATP-EDUFIS.17,"A partir de descripciones de asesoría, identificar aquella en la que se enriquezca la intervención pedagógica de los docentes",Comprensión,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,
41,484,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,51859,ATP-EDUFIS.18.A,"A partir de una problemática de práctica docente, identificar aquella acción de asesoría que enriquece la intervención de los docentes",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
42,694,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,51859,ATP-EDUFIS.18.A,"A partir de una problemática de práctica docente, identificar aquella acción de asesoría que enriquece la intervención de los docentes",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
43,708,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.1 Sentido de la asesoría,51859,ATP-EDUFIS.18.A,"A partir de una problemática de práctica docente, identificar aquella acción de asesoría que enriquece la intervención de los docentes",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,
44,22,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,24247,ATP-EDUFIS.19,"A partir de las actividades que el colectivo docente realiza para prevenir la deserción escolar, identificar las acciones que apoyan al docente en esta actividad",Comprensión,72.49,0.297,-0.336,0.297,-0.133,-0.14,2017,Ancla,,,,,,,,,,,,
45,29,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,24247,ATP-EDUFIS.19,"A partir de las actividades que el colectivo docente realiza para prevenir la deserción escolar, identificar las acciones que apoyan al docente en esta actividad",Comprensión,88.85,0.285,-0.177,0.285,-0.008,-0.299,2017,Ancla,,,,,,,,,,,,
46,24,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,24248,ATP-EDUFIS.20,"A partir de una problemática de rezago educativo en la escuela, inferir la estrategia que apoya al colectivo docente para su atención",Aplicación,67.29,0.294,-0.291,-0.195,0.294,-0.116,2017,Ancla,,,,,,,,,,,,
47,740,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,24248,ATP-EDUFIS.20,"A partir de una problemática de rezago educativo en la escuela, inferir la estrategia que apoya al colectivo docente para su atención",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
48,741,1,RS,1. Dominio pedagógico,1.4 Apoyo a la enseñanza,1.4.2 Atención a los factores de riesgo,24248,ATP-EDUFIS.20,"A partir de una problemática de rezago educativo en la escuela, inferir la estrategia que apoya al colectivo docente para su atención",Aplicación,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,
49,388,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,24249,ATP-EDUFIS.21,"A partir de un listado de instrumentos, diferenciar los que permiten reconocer las capacidades de los alumnos",Comprensión,52.42,0.156,-0.222,0.156,-0.161,-0.097,2017,Ancla,,,,,,,,,,,,
50,96,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,24249,ATP-EDUFIS.21,"A partir de un listado de instrumentos, diferenciar los que permiten reconocer las capacidades de los alumnos",Comprensión,47.3,0.165,0.165,-0.225,-0.09,-0.059,2015,Específico ,,,,,,,,,,,,
51,31,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,24250,ATP-EDUFIS.22,"A partir de características de los instrumentos de evaluación, identificar las que pertenecen a la evaluación diagnóstica",Conocimiento,84.76,0.383,-0.238,-0.206,0.383,-0.3,2017,Ancla,,,,,,,,,,,,
52,455,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.1 Diagnóstico,24250,ATP-EDUFIS.22,"A partir de características de los instrumentos de evaluación, identificar las que pertenecen a la evaluación diagnóstica",Conocimiento,84.01,0.301,-0.272,0.301,-0.088,-0.171,2017,Ancla,,,,,,,,,,,,
53,33,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24251,ATP-EDUFIS.23,"A partir de los resultados del diagnóstico de un grupo de Educación Física, inferir las acciones que atienden las necesidades detectadas",Aplicación,56.88,0.245,0.245,-0.114,-0.093,-0.284,2017,Ancla,,,,,,,,,,,,
54,35,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24251,ATP-EDUFIS.23,"A partir de los resultados del diagnóstico de un grupo de Educación Física, inferir las acciones que atienden las necesidades detectadas",Aplicación,62.08,0.284,0.284,-0.013,-0.4,-0.134,2017,Ancla,,,,,,,,,,,,
55,456,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24251,ATP-EDUFIS.23,"A partir de los resultados del diagnóstico de un grupo de Educación Física, inferir las acciones que atienden las necesidades detectadas",Aplicación,89.22,0.411,-0.279,0.411,-0.23,-0.319,2017,Ancla,,,,,,,,,,,,
56,298,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24252,ATP-EDUFIS.24,"A partir de los resultados del diagnóstico, realizar con el colectivo docente el proyecto de acción que permita el logro de los propósitos de Educación Física en la educación primaria.",Comprensión,78.125,0.164,0.164,-0.23,-0.071,-0.009,2016,Específico ,,,,,,,,,,,,
57,743,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24252,ATP-EDUFIS.24,"A partir de los resultados del diagnóstico, realizar con el colectivo docente el proyecto de acción que permita el logro de los propósitos de Educación Física en la educación primaria.",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,
58,189,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24253,ATP-EDUFIS.25,"A partir del análisis de las condiciones del contexto escolar, seleccionar los elementos que sirven para elaborar un plan de asesoría que fortalezca el rescate de los juegos tradicionales",Comprensión,45.313,0.164,0.164,-0.138,-0.186,-0.138,2016,Específico ,,,,,,,,,,,,
59,560,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24253,ATP-EDUFIS.25,"A partir del análisis de las condiciones del contexto escolar, seleccionar los elementos que sirven para elaborar un plan de asesoría que fortalezca el rescate de los juegos tradicionales",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
60,608,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.2 Plan de acción,24253,ATP-EDUFIS.25,"A partir del análisis de las condiciones del contexto escolar, seleccionar los elementos que sirven para elaborar un plan de asesoría que fortalezca el rescate de los juegos tradicionales",Comprensión,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,
61,220,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.3 Seguimiento,24254,ATP-EDUFIS.26,"A partir de acciones de seguimiento, identificar aquellas que mejoran los aprendizajes en la Educación Física",Conocimiento,43.12,0.174,0.174,-0.163,-0.166,-0.119,2017,Ancla,,,,,,,,,,,,
62,552,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.3 Seguimiento,24254,ATP-EDUFIS.26,"A partir de acciones de seguimiento, identificar aquellas que mejoran los aprendizajes en la Educación Física",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
63,568,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.3 Seguimiento,24254,ATP-EDUFIS.26,"A partir de acciones de seguimiento, identificar aquellas que mejoran los aprendizajes en la Educación Física",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
64,46,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.3 Seguimiento,24255,ATP-EDUFIS.27,"A partir de un listado de acciones que posibilitan el logro de los propósitos de Educación Física, distinguir aquellos que correspondan al proceso de seguimiento",Comprensión,86.25,0.164,-0.202,-0.17,-0.1,0.164,2017,Ancla,,,,,,,,,,,,
65,359,1,RS,2. Estrategias para la asesoría,2.1 Organización de la asesoría,2.1.3 Seguimiento,24255,ATP-EDUFIS.27,"A partir de un listado de acciones que posibilitan el logro de los propósitos de Educación Física, distinguir aquellos que correspondan al proceso de seguimiento",Comprensión,81.41,0.207,-0.161,0.207,-0.203,-0.126,2017,Ancla,,,,,,,,,,,,
66,128,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.1 Proceso de enseñanza y aprendizaje,24256,ATP-EDUFIS.28,"A partir de estrategias de asesoría del docente de Educación Física sobre sus prácticas, relacionar aquellas en las que se distinga al nivel: preescolar, primaria, secundaria al que está dirigida",Aplicación,55.39,0.251,-0.27,0.251,-0.067,-0.246,2017,Ancla,,,,,,,,,,,,
67,755,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.1 Proceso de enseñanza y aprendizaje,24256,ATP-EDUFIS.28,"A partir de estrategias de asesoría del docente de Educación Física sobre sus prácticas, relacionar aquellas en las que se distinga al nivel: preescolar, primaria, secundaria al que está dirigida",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
68,756,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.1 Proceso de enseñanza y aprendizaje,24256,ATP-EDUFIS.28,"A partir de estrategias de asesoría del docente de Educación Física sobre sus prácticas, relacionar aquellas en las que se distinga al nivel: preescolar, primaria, secundaria al que está dirigida",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,
69,368,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,24257,ATP-EDUFIS.29,"A partir de las características para el diseño de una actividad didáctica de Educación Física, indicar las que se relacionan con el desarrollo de las habilidades socio afectivas",Comprensión,74.35,0.321,-0.102,-0.2,0.321,-0.326,2017,Ancla,,,,,,,,,,,,
70,369,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,24257,ATP-EDUFIS.29,"A partir de las características para el diseño de una actividad didáctica de Educación Física, indicar las que se relacionan con el desarrollo de las habilidades socio afectivas",Comprensión,81.04,0.281,-0.263,-0.229,0.281,-0.096,2017,Ancla,,,,,,,,,,,,
71,402,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,24258,ATP-EDUFIS.30,"A partir de las características para el diseño de una actividad didáctica de Educación Física, indicar las que se relacionan con el desarrollo de las habilidades motrices finas",Aplicación,51.67,0.213,0.213,-0.1,-0.249,-0.123,2017,Ancla,,,,,,,,,,,,
72,761,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,24258,ATP-EDUFIS.30,"A partir de las características para el diseño de una actividad didáctica de Educación Física, indicar las que se relacionan con el desarrollo de las habilidades motrices finas",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
73,760,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.2 Situaciones de aprendizaje,24258,ATP-EDUFIS.30,"A partir de las características para el diseño de una actividad didáctica de Educación Física, indicar las que se relacionan con el desarrollo de las habilidades motrices finas",Aplicación,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,
74,764,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,51862,ATP-EDUFIS.31.A,"A partir de una problemática de aprendizaje, identificar la estrategia de asesoramiento que permita al docente que todos los alumnos alcancen los propósitos de la Educación Física",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
75,765,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,51862,ATP-EDUFIS.31.A,"A partir de una problemática de aprendizaje, identificar la estrategia de asesoramiento que permita al docente que todos los alumnos alcancen los propósitos de la Educación Física",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
76,695,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.3 Promoción de nuevos aprendizajes,51862,ATP-EDUFIS.31.A,"A partir de una problemática de aprendizaje, identificar la estrategia de asesoramiento que permita al docente que todos los alumnos alcancen los propósitos de la Educación Física",Aplicación,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,
77,230,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,24260,ATP-EDUFIS.32,"A partir de una situación en la que un alumno presenta problemas motores, identificar estrategias a seguir para su atención",Aplicación,75.46,0.165,-0.128,0.165,-0.155,-0.138,2017,Ancla,,,,,,,,,,,,
78,347,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,24260,ATP-EDUFIS.32,"A partir de una situación en la que un alumno presenta problemas motores, identificar estrategias a seguir para su atención",Aplicación,86.62,0.165,-0.2,-0.051,0.165,-0.16,2017,Ancla,,,,,,,,,,,,
79,119,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,24260,ATP-EDUFIS.32,"A partir de una situación en la que un alumno presenta problemas motores, identificar estrategias a seguir para su atención",Aplicación,83.5,0.161,-0.124,-0.083,0.161,-0.155,2015,Específico ,,,,,,,,,,,,
80,429,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,24261,ATP-EDUFIS.33,"A partir de un listado de actividades específicas que se realizan en Educación Física, identificar aquellas que asesoren al docente para lograr una atención diferenciada en los alumnos",Comprensión,62.08,0.256,-0.257,0.256,-0.179,-0.14,2017,Ancla,,,,,,,,,,,,
81,574,1,RS,2. Estrategias para la asesoría,2.2 Acompañamiento en la enseñanza,2.2.4 Atención diferenciada,24261,ATP-EDUFIS.33,"A partir de un listado de actividades específicas que se realizan en Educación Física, identificar aquellas que asesoren al docente para lograr una atención diferenciada en los alumnos",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
