#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
17,343,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24439,COOR-SEC.06,"A partir de las metas acordadas por el Consejo Técnico Escolar de una escuela secundaria, reconocer las acciones en las que la coordinación vincula al colectivo escolar con su logro.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
18,346,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24439,COOR-SEC.06,"A partir de las metas acordadas por el Consejo Técnico Escolar de una escuela secundaria, reconocer las acciones en las que la coordinación vincula al colectivo escolar con su logro.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
19,549,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24439,COOR-SEC.06,"A partir de las metas acordadas por el Consejo Técnico Escolar de una escuela secundaria, reconocer las acciones en las que la coordinación vincula al colectivo escolar con su logro.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
20,8,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24440,COOR-SEC.07,"A partir de la descripción de un problema focalizado en la ruta de mejora, identificar la acción mediante la cual la coordinación de actividades vincula al colectivo escolar con las metas de la escuela",Aplicación,69.33,0.285,-0.308,0.285,-0.189,-0.155,2017,Ancla
21,192,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24440,COOR-SEC.07,"A partir de la descripción de un problema focalizado en la ruta de mejora, identificar la acción mediante la cual la coordinación de actividades vincula al colectivo escolar con las metas de la escuela",Aplicación,49.33,0.376,-0.207,-0.265,-0.265,0.376,2017,Ancla
22,403,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24440,COOR-SEC.07,"A partir de la descripción de un problema focalizado en la ruta de mejora, identificar la acción mediante la cual la coordinación de actividades vincula al colectivo escolar con las metas de la escuela.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
23,554,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24440,COOR-SEC.07,"A partir de la descripción de un problema focalizado en la ruta de mejora, identificar la acción mediante la cual la coordinación de actividades vincula al colectivo escolar con las metas de la escuela",Aplicación,,,,,,,Piloto,Piloto
24,557,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Propósitos del Consejo Técnico Escolar,24441,COOR-SEC.08,"A partir de la definición de acciones especificadas en la ruta de mejora de una escuela secundaria para contribuir al logro de aprendizajes de todos los alumnos, distinguir el papel del coordinador en la organización del trabajo escolar.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
25,355,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Propósitos del Consejo Técnico Escolar,24441,COOR-SEC.08,"A partir de la definición de acciones especificadas en la ruta de mejora de una escuela secundaria para contribuir al logro de aprendizajes de todos los alumnos, distinguir el papel del coordinador en la organización del trabajo escolar.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
26,356,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Propósitos del Consejo Técnico Escolar,24441,COOR-SEC.08,"A partir de la definición de acciones especificadas en la ruta de mejora de una escuela secundaria para contribuir al logro de aprendizajes de todos los alumnos, distinguir el papel del coordinador en la organización del trabajo escolar.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
27,561,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Propósitos del Consejo Técnico Escolar,24441,COOR-SEC.08,"A partir de la definición de acciones especificadas en la ruta de mejora de una escuela secundaria para contribuir al logro de aprendizajes de todos los alumnos, distinguir el papel del coordinador en la organización del trabajo escolar",Conocimiento,,,,,,,Piloto,Piloto
28,563,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Propósitos del Consejo Técnico Escolar,24442,COOR-SEC.09,"A partir de una situación problemática en la ruta de mejora de una escuela secundaria, que afecta el aprendizaje de todos los alumnos, reconocer las acciones de la coordinación de actividades que contribuyan a su solución.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
29,632,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Propósitos del Consejo Técnico Escolar,24442,COOR-SEC.09,"A partir de una situación problemática en la ruta de mejora de una escuela secundaria, que afecta el aprendizaje de todos los alumnos, reconocer las acciones de la coordinación de actividades que contribuyan a su solución",Aplicación,,,,,,,Piloto focal ,Piloto focal 
30,565,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Propósitos del Consejo Técnico Escolar,24442,COOR-SEC.09,"A partir de una situación problemática en la ruta de mejora de una escuela secundaria, que afecta el aprendizaje de todos los alumnos, reconocer las acciones de la coordinación de actividades que contribuyan a su solución",Aplicación,,,,,,,Piloto focal ,Piloto focal 
31,368,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24443,COOR-SEC.10,"A partir de la descripción de un grupo de alumnos con dificultad en el proceso de aprendizaje, identificar la intervención docente que lleve al alumno a la resolución.",Comprensión,,,,,,,Piloto focal ,Piloto focal 
32,469,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24443,COOR-SEC.10,"A partir de la descripción de un grupo de alumnos con dificultad en el proceso de aprendizaje, identificar la intervención docente que lleve al alumno a la resolución.",Comprensión,,,,,,,Piloto focal ,Piloto focal 
33,635,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24443,COOR-SEC.10,"A partir de la descripción de un grupo de alumnos con dificultad en el proceso de aprendizaje, identificar la intervención docente que lleve al alumno a la resolución",Comprensión,,,,,,,Piloto focal ,Piloto focal 
34,574,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24443,COOR-SEC.10,"A partir de la descripción de un grupo de alumnos con dificultad en el proceso de aprendizaje, identificar la intervención docente que lleve al alumno a la resolución",Comprensión,,,,,,,Piloto,Piloto
35,359,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24444,COOR-SEC.11,"A partir de un caso de un alumno con problemas de aprendizaje, identificar las acciones de intervención docente que favorezcan el proceso de desarrollo o aprendizaje del alumno.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
36,360,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24444,COOR-SEC.11,"A partir de un caso de un alumno con problemas de aprendizaje, identificar las acciones de intervención docente que favorezcan el proceso de desarrollo o aprendizaje del alumno.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
37,385,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24444,COOR-SEC.11,"A partir de un caso de un alumno con problemas de aprendizaje, identificar las acciones de intervención docente que favorezcan el proceso de desarrollo o aprendizaje del alumno.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
38,291,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24445,COOR-SEC.12,"A partir de un ejemplo de producción de un alumno, identificar el contenido del programa de estudio al que corresponde",Aplicación,34.67,0.218,-0.125,-0.112,0.218,-0.241,2017,Ancla
39,22,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24445,COOR-SEC.12,"A partir de un ejemplo de producción de un alumno, identificar el contenido del programa de estudio al que corresponde",Aplicación,38.776,0.241,-0.13,-0.005,-0.285,0.241,2016,Específico
40,620,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24445,COOR-SEC.12,"A partir de un ejemplo de producción de un alumno, identificar el contenido del programa de estudio al que corresponde",Aplicación,,,,,,,Piloto focal ,Piloto focal 
41,173,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24446,COOR-SEC.13,"A partir de los bloques temáticos de una asignatura, identificar su relación con los aprendizajes esperados o los contenidos",Conocimiento,52,0.265,-0.282,0.265,-0.238,-0.003,2017,Ancla
42,361,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24446,COOR-SEC.13,"A partir de los bloques temáticos de una asignatura, identificar su relación con los aprendizajes esperados o los contenidos.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
43,392,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24446,COOR-SEC.13,"A partir de los bloques temáticos de una asignatura, identificar su relación con los aprendizajes esperados o los contenidos.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
44,579,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24446,COOR-SEC.13,"A partir de los bloques temáticos de una asignatura, identificar su relación con los aprendizajes esperados o los contenidos",Conocimiento,,,,,,,Piloto,Piloto
45,196,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24447,COOR-SEC.14,"A partir del planteamiento de una secuencia didáctica, reconocer los elementos básicos de la organización de las sesiones de clase (tiempos, propósitos, aprendizajes esperados, metodología, estrategias de evaluación y recursos didácticos)",Conocimiento,53.33,0.225,-0.26,0.225,-0.118,-0.22,2017,Ancla
46,512,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24447,COOR-SEC.14,"A partir del planteamiento de una secuencia didáctica, reconocer los elementos básicos de la organización de las sesiones de clase (tiempos, propósitos, aprendizajes esperados, metodología, estrategias de evaluación y recursos didácticos).",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
47,241,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24448,COOR-SEC.15,"A partir del registro de una visita áulica, distinguir los elementos básicos de la organización de las sesiones de clase (tiempos, propósitos, aprendizajes esperados, metodología, estrategias de evaluación, recursos didácticos y secuencia didáctica)",Comprensión,77.33,0.271,-0.217,0.271,-0.284,-0.106,2017,Ancla
48,362,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24448,COOR-SEC.15,"A partir del registro de una visita áulica, distinguir los elementos básicos de la organización de las sesiones de clase (tiempos, propósitos, aprendizajes esperados, metodología, estrategias de evaluación, recursos didácticos y secuencia didáctica).",Comprensión,,,,,,,Piloto focal ,Piloto focal 
49,459,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24449,COOR-SEC.16,"A partir de una situación de clase que afecta al proceso de aprendizaje de los alumnos con rezago, seleccionar la estrategia que apoye el trabajo de enseñanza de los maestros en el área que coordina.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
50,638,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24449,COOR-SEC.16,"A partir de una situación de clase que afecta al proceso de aprendizaje de los alumnos con rezago, seleccionar la estrategia que apoye el trabajo de enseñanza de los maestros en el área que coordina",Aplicación,,,,,,,Piloto focal ,Piloto focal 
51,583,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24449,COOR-SEC.16,"A partir de una situación de clase que afecta al proceso de aprendizaje de los alumnos con rezago, seleccionar la estrategia que apoye el trabajo de enseñanza de los maestros en el área que coordina",Aplicación,,,,,,,Piloto,Piloto
52,370,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24450,COOR-SEC.17,"A partir de los resultados de la evaluación interna de un grupo de alumnos, la cual arroja un alto índice de reprobación, distinguir las acciones de la coordinación que apoyen la labor de enseñanza del maestro.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
53,501,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24450,COOR-SEC.17,"A partir de los resultados de la evaluación interna de un grupo de alumnos, la cual arroja un alto índice de reprobación, distinguir las acciones de la coordinación que apoyen la labor de enseñanza del maestro.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
54,15,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Prácticas de enseñanza en diversos contextos,24451,COOR-SEC.18,"A partir de la descripción de los enfoques didácticos de diversas asignaturas de educación secundaria, relacionar el nombre de la asignatura con el enfoque correspondiente",Conocimiento,84,0.291,-0.231,-0.166,-0.289,0.291,2017,Ancla
55,371,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Prácticas de enseñanza en diversos contextos,24451,COOR-SEC.18,"A partir de la descripción de los enfoques didácticos de diversas asignaturas de educación secundaria, relacionar el nombre de la asignatura con el enfoque correspondiente.",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
56,484,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Prácticas de enseñanza en diversos contextos,24451,COOR-SEC.18,"A partir de la descripción de los enfoques didácticos de diversas asignaturas de educación secundaria, relacionar el nombre de la asignatura con el enfoque correspondiente",Conocimiento,,,,,,,Piloto,Piloto
57,20,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Prácticas de enseñanza en diversos contextos,24452,COOR-SEC.19,"A partir de la descripción de actividades de clase relacionadas con una asignatura de educación secundaria, seleccionar la que responde al enfoque actual",Comprensión,66.67,0.355,-0.453,0.355,-0.107,-2,2017,Ancla
58,125,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Prácticas de enseñanza en diversos contextos,24452,COOR-SEC.19,"A partir de la descripción de actividades de clase relacionadas con una asignatura de educación secundaria, seleccionar la que responde al enfoque actual",Comprensión,86.67,0.231,-0.253,0.231,-0.057,-0.242,2017,Ancla
59,195,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Prácticas de enseñanza en diversos contextos,24452,COOR-SEC.19,"A partir de la descripción de actividades de clase relacionadas con una asignatura de educación secundaria, seleccionar la que responde al enfoque actual",Comprensión,18.67,0.253,-0.025,-0.148,-0.27,0.253,2017,Ancla
60,301,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24453,COOR-SEC.20,"A partir del caso de un alumno en riesgo de deserción escolar, identificar las acciones de atención que se deben tomar",Comprensión,88,0.261,-0.278,0.261,-2,-0.236,2017,Ancla
61,375,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24453,COOR-SEC.20,"A partir del caso de un alumno en riesgo de deserción escolar, identificar las acciones de atención que se deben tomar.",Comprensión,,,,,,,Piloto focal ,Piloto focal 
62,589,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24453,COOR-SEC.20,"A partir del caso de un alumno en riesgo de deserción escolar, identificar las acciones de atención que se deben tomar",Comprensión,,,,,,,Piloto,Piloto
63,149,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24454,COOR-SEC.21,"A partir de una problemática relacionada con el rezago escolar, identificar la manera de llevar a cabo acciones que coadyuven a la prevención de dicho problema",Aplicación,76,0.38,-0.231,-0.312,0.38,-0.242,2017,Ancla
64,151,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24454,COOR-SEC.21,"A partir de una problemática relacionada con el rezago escolar, identificar la manera de llevar a cabo acciones que coadyuven a la prevención de dicho problema",Aplicación,37.33,0.264,0.264,-0.125,-0.065,-0.294,2017,Ancla
65,72,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24455,COOR-SEC.22,"A partir de una lista de enunciados relacionados con el uso de las TIC, identificar el que describe el uso didáctico de las TIC en atención de alumnos que enfrentan barreras para el aprendizaje y la participación (BAP)",Conocimiento,70.67,0.431,-0.09,0.431,-0.394,-0.303,2017,Ancla
66,389,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24455,COOR-SEC.22,"A partir de una lista de enunciados relacionados con el uso de las TIC, identificar el que describe el uso didáctico de las TIC en atención de alumnos que enfrentan barreras para el aprendizaje y la participación (BAP).",Conocimiento,,,,,,,Piloto focal ,Piloto focal 
67,73,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24456,COOR-SEC.23,"A partir de una secuencia didáctica que incluye el uso de las TIC, diseñar la adecuación que favorece la inclusión de los alumnos que enfrentan barreras para el aprendizaje y la participación (BAP)",Aplicación,81.33,0.277,-0.244,-2,-0.272,0.277,2017,Ancla
68,640,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24456,COOR-SEC.23,"A partir de una secuencia didáctica que incluye el uso de las TIC, diseñar la adecuación que favorece la inclusión de los alumnos que enfrentan barreras para el aprendizaje y la participación (BAP)",Aplicación,,,,,,,Piloto focal ,Piloto focal 
69,594,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.3 Barreras para el aprendizaje y la participación,24456,COOR-SEC.23,"A partir de una secuencia didáctica que incluye el uso de las TIC, diseñar la adecuación que favorece la inclusión de los alumnos que enfrentan barreras para el aprendizaje y la participación (BAP)",Aplicación,,,,,,,Piloto,Piloto
70,74,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24457,COOR-SEC.24,"A partir de resultados de evaluación de los alumnos de una escuela secundaria, identificar una propuesta de actividades que favorezcan la mejora del desempeño académico a través de la organización del colectivo docente",Aplicación,54.67,0.422,-0.338,-0.305,0.422,-0.198,2017,Ancla
71,101,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24457,COOR-SEC.24,"A partir de resultados de evaluación de los alumnos de una escuela secundaria, identificar una propuesta de actividades que favorezcan la mejora del desempeño académico a través de la organización del colectivo docente",Aplicación,76,0.27,0.27,-0.15,-0.175,-0.285,2017,Ancla
72,466,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24458,COOR-SEC.25,"A partir de la detección de necesidades del plantel escolar, seleccionar acciones que involucren al colectivo docente para el logro de aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto focal ,Piloto focal 
73,471,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24458,COOR-SEC.25,"A partir de la detección de necesidades del plantel escolar, seleccionar acciones que involucren al colectivo docente para el logro de aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto focal ,Piloto focal 
74,597,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24458,COOR-SEC.25,"A partir de la detección de necesidades del plantel escolar, seleccionar acciones que involucren al colectivo docente para el logro de aprendizaje de los alumnos",Comprensión,,,,,,,Piloto,Piloto
75,64,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Desarrollo profesional docente en la escuela,24459,COOR-SEC.26,"A partir del resultado de una evaluación de la práctica docente en la cual se detectó la necesidad de fortalecer ambientes de aprendizaje, seleccionar la acción que resuelva dicho problema",Aplicación,61.33,0.254,-0.113,0.254,-2,-0.327,2017,Ancla
76,373,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Desarrollo profesional docente en la escuela,24459,COOR-SEC.26,"A partir del resultado de una evaluación de la práctica docente en la cual se detectó la necesidad de fortalecer ambientes de aprendizaje, seleccionar la acción que resuelva dicho problema.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
77,418,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Desarrollo profesional docente en la escuela,24459,COOR-SEC.26,"A partir del resultado de una evaluación de la práctica docente en la cual se detectó la necesidad de fortalecer ambientes de aprendizaje, seleccionar la acción que resuelva dicho problema.",Aplicación,,,,,,,Piloto focal ,Piloto focal 
78,601,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Desarrollo profesional docente en la escuela,24459,COOR-SEC.26,"A partir del resultado de una evaluación de la práctica docente en la cual se detectó la necesidad de fortalecer ambientes de aprendizaje, seleccionar la acción que resuelva dicho problema",Aplicación,,,,,,,Piloto,Piloto
