#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
13,478,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24058,SUB-PRE.04,"A partir de ejemplos de prácticas docentes, identificar aquellas que contribuyen al desarrollo de competencias en los alumnos.",Comprensión,,,,,,,Piloto,Piloto
14,33,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24059,SUB-PRE.05,"A partir de descripciones del entorno familiar o sociocultural, identificar las acciones que favorecen los procesos de desarrollo y aprendizaje de los alumnos",Aplicación,87.5,0.313,0.313,-0.352,-2,-0.179,2017,Ancla
15,317,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24059,SUB-PRE.05,"A partir de descripciones del entorno familiar o sociocultural, identificar las acciones que favorecen los procesos de desarrollo y aprendizaje de los alumnos",Aplicación,90,0.245,-0.327,-2,0.245,-0.083,2017,Ancla
16,352,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24059,SUB-PRE.05,"A partir de descripciones del entorno familiar o sociocultural, identificar las acciones que favorecen los procesos de desarrollo y aprendizaje de los alumnos.",Aplicación,,,,,,,Piloto focal,Piloto focal
17,354,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24059,SUB-PRE.05,"A partir de descripciones del entorno familiar o sociocultural, identificar las acciones que favorecen los procesos de desarrollo y aprendizaje de los alumnos.",Aplicación,,,,,,,Piloto focal,Piloto focal
18,358,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24059,SUB-PRE.05,"A partir de descripciones del entorno familiar o sociocultural, identificar las acciones que favorecen los procesos de desarrollo y aprendizaje de los alumnos.",Aplicación,,,,,,,Piloto,Piloto
19,355,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24060,SUB-PRE.06,"A partir de ejemplos del contexto lingüístico, identificar el que favorece los procesos de desarrollo y aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
20,356,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24060,SUB-PRE.06,"A partir de ejemplos del contexto lingüístico, identificar el que favorece los procesos de desarrollo y aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
21,359,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,24060,SUB-PRE.06,"A partir de ejemplos del contexto lingüístico, identificar el que favorece los procesos de desarrollo y aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto,Piloto
22,95,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24061,SUB-PRE.07,"A partir de enunciados sobre las dimensiones de la gestión escolar, identificar aquellos que atienden el logro académico de los alumnos",Comprensión,42.5,0.246,0.246,-0.298,-0.233,-0.16,2017,Ancla
23,207,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24061,SUB-PRE.07,"A partir de enunciados sobre las dimensiones de la gestión escolar, identificar aquellos que atienden el logro académico de los alumnos",Comprensión,25,0.198,-0.039,0.198,-0.208,-0.208,2017,Ancla
24,360,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24061,SUB-PRE.07,"A partir de enunciados sobre las dimensiones de la gestión escolar, identificar aquellos que atienden el logro académico de los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
25,193,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24062,SUB-PRE.08,"A partir de características de las dimensiones de la gestión escolar, distinguir a cuál de ellas corresponden",Conocimiento,85,0.298,0.298,-0.255,-0.305,-2,2017,Ancla
26,194,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24062,SUB-PRE.08,"A partir de características de las dimensiones de la gestión escolar, distinguir a cuál de ellas corresponden",Conocimiento,80,0.302,-0.332,0.302,-0.25,-2,2017,Ancla
27,197,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.1 Rasgos de escuelas eficaces,24062,SUB-PRE.08,"A partir de características de las dimensiones de la gestión escolar, distinguir a cuál de ellas corresponden",Conocimiento,32.5,0.369,-0.28,-0.082,0.369,-0.3,2017,Ancla
28,365,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Actividades formativas y uso del tiempo escolar,24063,SUB-PRE.09,"A partir de ejemplos del uso del tiempo escolar, seleccionar las actividades que tengan sentido formativo para los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
29,370,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Actividades formativas y uso del tiempo escolar,24063,SUB-PRE.09,"A partir de ejemplos del uso del tiempo escolar, seleccionar las actividades que tengan sentido formativo para los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
30,371,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Actividades formativas y uso del tiempo escolar,24063,SUB-PRE.09,"A partir de ejemplos del uso del tiempo escolar, seleccionar las actividades que tengan sentido formativo para los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
31,383,1,RS,1. La escuela y el trabajo en el aula,1.2 Organización y funcionamiento de una escuela eficaz,1.2.2 Actividades formativas y uso del tiempo escolar,24063,SUB-PRE.09,"A partir de ejemplos del uso del tiempo escolar, seleccionar las actividades que tengan sentido formativo para los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
32,369,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24064,SUB-PRE.10,"A partir de características sobre procesos de desarrollo, identificar los que corresponden a los alumnos de la educación preescolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
33,373,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24064,SUB-PRE.10,"A partir de características sobre procesos de desarrollo, identificar los que corresponden a los alumnos de la educación preescolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
34,379,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24064,SUB-PRE.10,"A partir de características sobre procesos de desarrollo, identificar los que corresponden a los alumnos de la educación preescolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
35,224,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24065,SUB-PRE.11,"A partir de ejemplos de producciones de los alumnos, identificar los procesos de desarrollo y aprendizaje",Comprensión,62.5,0.335,-0.254,-0.22,-0.293,0.335,2017,Ancla
36,387,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24065,SUB-PRE.11,"A partir de ejemplos de producciones de los alumnos, identificar los procesos de desarrollo y aprendizaje.",Comprensión,,,,,,,Piloto focal,Piloto focal
37,391,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24065,SUB-PRE.11,"A partir de ejemplos de producciones de los alumnos, identificar los procesos de desarrollo y aprendizaje.",Comprensión,,,,,,,Piloto focal,Piloto focal
38,398,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.1 Procesos de aprendizaje y desarrollo del alumno,24065,SUB-PRE.11,"A partir de ejemplos de producciones de los alumnos, identificar los procesos de desarrollo y aprendizaje.",Comprensión,,,,,,,Piloto focal,Piloto focal
39,226,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24066,SUB-PRE.12,"A partir de los contenidos del currículo de educación básica, identificar los que corresponden a la educación preescolar",Conocimiento,67.5,0.293,-0.353,0.293,-0.19,-2,2017,Ancla
40,296,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24066,SUB-PRE.12,"A partir de los contenidos del currículo de educación básica, identificar los que corresponden a la educación preescolar",Conocimiento,85,0.277,-0.352,0.277,-2,-0.135,2017,Ancla
41,388,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24066,SUB-PRE.12,"A partir de los contenidos del currículo de educación básica, identificar los que corresponden a la educación preescolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
42,390,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24066,SUB-PRE.12,"A partir de los contenidos del currículo de educación básica, identificar los que corresponden a la educación preescolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
43,280,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24067,SUB-PRE.13,"A partir de descripciones de contenidos, identificar las que promueven el aprendizaje esperado",Comprensión,65,0.175,-0.203,-0.254,0.175,-2,2017,Ancla
44,287,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24067,SUB-PRE.13,"A partir de descripciones de contenidos, identificar las que promueven el aprendizaje esperado",Comprensión,72.5,0.227,0.227,-2,-0.349,-2,2017,Ancla
45,393,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24067,SUB-PRE.13,"A partir de descripciones de contenidos, identificar las que promueven el aprendizaje esperado.",Comprensión,,,,,,,Piloto focal,Piloto focal
46,497,1,RS,1. La escuela y el trabajo en el aula,1.3 El currículo y su relación con el aprendizaje,1.3.2 Organización del currículo,24067,SUB-PRE.13,"A partir de descripciones de contenidos, identificar las que promueven el aprendizaje esperado.",Comprensión,,,,,,,Piloto,Piloto
47,206,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24068,SUB-PRE.14,"A partir de descripciones sobre las formas de organización escolar, diferenciar aquellas que favorezcan el aprendizaje de los alumnos",Comprensión,37.5,0.19,0.19,-0.149,-0.341,-0.067,2017,Ancla
48,405,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24068,SUB-PRE.14,"A partir de descripciones sobre las formas de organización escolar, diferenciar aquellas que favorezcan el aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto focal,Piloto focal
49,538,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24068,SUB-PRE.14,"A partir de descripciones sobre las formas de organización escolar, diferenciar aquellas que favorezcan el aprendizaje de los alumnos.",Comprensión,,,,,,,Piloto,Piloto
50,229,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24069,SUB-PRE.15,"A partir de situaciones de la organización del trabajo en el aula, reconocer los elementos básicos que corresponden a la educación preescolar.",Comprensión,77.5,0.364,0.364,-0.472,-0.179,-2,2017,Ancla
51,417,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,24069,SUB-PRE.15,"A partir de situaciones de la organización del trabajo en el aula, reconocer los elementos básicos que corresponden a la educación preescolar.",Comprensión,,,,,,,Piloto focal,Piloto focal
52,685,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,51648,SUB-PRE.16.A,"Apartir de ejemplos de actividades en el aula, identificar el elemento (aprendizaje entre pares, educación inclusiva, ambientes estimulantes, planeación reflexiva, etcetera)  de la organización del trabajo que se favorece.  ",Aplicación,,,,,,,Piloto focal,Piloto focal
53,518,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,51648,SUB-PRE.16.A,"Apartir de ejemplos de actividades en el aula, identificar el elemento (aprendizaje entre pares, educación inclusiva, ambientes estimulantes, planeación reflexiva, etcetera)  de la organización del trabajo que se favorece.  ",Aplicación,,,,,,,Piloto focal,Piloto focal
54,520,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,51648,SUB-PRE.16.A,"Apartir de ejemplos de actividades en el aula, identificar el elemento (aprendizaje entre pares, educación inclusiva, ambientes estimulantes, planeación reflexiva, etcetera)  de la organización del trabajo que se favorece.  ",Aplicación,,,,,,,Piloto focal,Piloto focal
55,623,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.1 Organización de la práctica docente,51648,SUB-PRE.16.A,"Apartir de ejemplos de actividades en el aula, identificar el elemento (aprendizaje entre pares, educación inclusiva, ambientes estimulantes, planeación reflexiva, etcetera)  de la organización del trabajo que se favorece.  ",Aplicación,,,,,,,Piloto,Piloto
56,426,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24071,SUB-PRE.17,"A partir de una situación problemática en el contexto escolar, identificar los mecanismos para detectar y atender las dificultades y barreras para el aprendizaje de los alumnos de preescolar.",Aplicación,,,,,,,Piloto focal,Piloto focal
57,514,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24071,SUB-PRE.17,"A partir de una situación problemática en el contexto escolar, identificar los mecanismos para detectar y atender las dificultades y barreras para el aprendizaje de los alumnos de preescolar.",Aplicación,,,,,,,Piloto focal,Piloto focal
58,526,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24071,SUB-PRE.17,"A partir de una situación problemática en el contexto escolar, identificar los mecanismos para detectar y atender las dificultades y barreras para el aprendizaje de los alumnos de preescolar.",Aplicación,,,,,,,Piloto focal,Piloto focal
59,626,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24071,SUB-PRE.17,"A partir de una situación problemática en el contexto escolar, identificar los mecanismos para detectar y atender las dificultades y barreras para el aprendizaje de los alumnos de preescolar.",Aplicación,,,,,,,Piloto,Piloto
60,321,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24072,SUB-PRE.18,"A partir de producciones de los alumnos, diferenciar los mecanismos que detecten dificultades y barreras para el aprendizaje en el aula",Comprensión,42.5,0.214,-0.042,0.214,-0.27,-0.291,2017,Ancla
61,630,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24072,SUB-PRE.18,"A partir de producciones de los alumnos, diferenciar los mecanismos que detecten dificultades y barreras para el aprendizaje en el aula.",Comprensión,,,,,,,Piloto focal,Piloto focal
62,631,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24072,SUB-PRE.18,"A partir de producciones de los alumnos, diferenciar los mecanismos que detecten dificultades y barreras para el aprendizaje en el aula.",Comprensión,,,,,,,Piloto focal,Piloto focal
63,633,1,RS,1. La escuela y el trabajo en el aula,1.4 Práctica docente,1.4.2 Barreras para el aprendizaje y la participación,24072,SUB-PRE.18,"A partir de producciones de los alumnos, diferenciar los mecanismos que detecten dificultades y barreras para el aprendizaje en el aula.",Comprensión,,,,,,,Piloto,Piloto
64,423,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,51651,SUB-PRE.19.A,"A partir de acciones docentes, identificar las que favorecen la colaboración para la planeación, organización, dirección o evaluación de las actividades en la escuela.",Comprensión,,,,,,,Piloto focal,Piloto focal
65,521,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,51651,SUB-PRE.19.A,"A partir de acciones docentes, identificar las que favorecen la colaboración para la planeación, organización, dirección o evaluación de las actividades en la escuela.",Comprensión,,,,,,,Piloto focal,Piloto focal
66,637,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,51651,SUB-PRE.19.A,"A partir de acciones docentes, identificar las que favorecen la colaboración para la planeación, organización, dirección o evaluación de las actividades en la escuela.",Comprensión,,,,,,,Piloto,Piloto
67,446,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24074,SUB-PRE.20,"A partir de una problemática relacionada con la falta de colaboración en la planeación, organización, dirección o evaluación, seleccionar la estrategia que contribuya a su atención.",Aplicación,,,,,,,Piloto focal,Piloto focal
68,528,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24074,SUB-PRE.20,"A partir de una problemática relacionada con la falta de colaboración en la planeación, organización, dirección o evaluación, seleccionar la estrategia que contribuya a su atención.",Aplicación,,,,,,,Piloto focal,Piloto focal
69,642,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.1 Organización del colectivo docente,24074,SUB-PRE.20,"A partir de una problemática relacionada con la falta de colaboración en la planeación, organización, dirección o evaluación, seleccionar la estrategia que contribuya a su atención.",Aplicación,,,,,,,Piloto focal,Piloto focal
70,425,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24075,SUB-PRE.21,"A partir de características de la gestión escolar, identificar las que se refieren a la autonomía de la gestión escolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
71,434,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24075,SUB-PRE.21,"A partir de características de la gestión escolar, identificar las que se refieren a la autonomía de la gestión escolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
72,453,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24075,SUB-PRE.21,"A partir de características de la gestión escolar, identificar las que se refieren a la autonomía de la gestión escolar.",Conocimiento,,,,,,,Piloto focal,Piloto focal
73,454,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24076,SUB-PRE.22,"A partir de situaciones de aula, identificar las que apoyan la autonomía de gestión de la escuela.",Comprensión,,,,,,,Piloto focal,Piloto focal
74,465,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24076,SUB-PRE.22,"A partir de situaciones de aula, identificar las que apoyan la autonomía de gestión de la escuela.",Comprensión,,,,,,,Piloto focal,Piloto focal
75,689,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24076,SUB-PRE.22,"A partir de situaciones de aula, identificar las que apoyan la autonomía de gestión de la escuela.",Comprensión,,,,,,,Piloto focal,Piloto focal
76,533,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24076,SUB-PRE.22,"A partir de situaciones de aula, identificar las que apoyan la autonomía de gestión de la escuela.",Comprensión,,,,,,,Piloto,Piloto
77,118,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24077,SUB-PRE.23,"A partir de una problemática escolar relacionada con la autonomía de gestión, identificar acciones que la atiendan.",Aplicación,65,0.199,-0.327,-0.022,-0.234,0.199,2017,Ancla
78,299,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24077,SUB-PRE.23,"A partir de una problemática escolar relacionada con la autonomía de gestión, identificar acciones que la atiendan.",Aplicación,32.5,0.218,-0.082,-0.235,-0.191,0.218,2017,Ancla
79,319,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24077,SUB-PRE.23,"A partir de una problemática escolar relacionada con la autonomía de gestión, identificar acciones que la atiendan.",Aplicación,70,0.213,0.213,-0.291,-0.111,-0.155,2017,Ancla
80,553,1,RS,2. Gestión escolar,2.1 Autonomía de la gestión escolar,2.1.2 Acciones para la mejora de la calidad educativa,24077,SUB-PRE.23,"A partir de una problemática escolar relacionada con la autonomía de gestión, identificar acciones que la atiendan.",Aplicación,,,,,,,Piloto focal,Piloto focal
81,304,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24078,SUB-PRE.24,"A partir de los resultados de evaluaciones internas o externas, seleccionar los elementos centrales que determinan la mejora escolar",Comprensión,90,0.169,-2,0.169,-0.286,-0.011,2017,Ancla
82,430,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24078,SUB-PRE.24,"A partir de los resultados de evaluaciones internas o externas, seleccionar los elementos centrales que determinan la mejora escolar.",Comprensión,,,,,,,Piloto focal,Piloto focal
83,565,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24078,SUB-PRE.24,"A partir de los resultados de evaluaciones internas o externas, seleccionar los elementos centrales que determinan la mejora escolar.",Comprensión,,,,,,,Piloto,Piloto
84,244,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24079,SUB-PRE.25,"A partir de resultados de evaluaciones internas o externas, identificar las acciones que impulsen la mejora escolar",Aplicación,85,0.19,-0.179,0.19,-0.216,-0.101,2017,Ancla
85,458,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24079,SUB-PRE.25,"A partir de resultados de evaluaciones internas o externas, identificar las acciones que impulsen la mejora escolar.",Aplicación,,,,,,,Piloto focal,Piloto focal
86,507,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24079,SUB-PRE.25,"A partir de resultados de evaluaciones internas o externas, identificar las acciones que impulsen la mejora escolar.",Aplicación,,,,,,,Piloto,Piloto
87,257,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24080,SUB-PRE.26,"A partir de ejemplos de informes académicos de los alumnos, identificar los que requieren seguimiento oportuno en los procesos de enseñanza y aprendizaje",Comprensión,90,0.271,0.271,-2,-0.286,-0.203,2017,Ancla
88,433,1,RS,2. Gestión escolar,2.2 Mejora escolar,2.2.1 Aprovechamiento (de resultados) de evaluaciones internas y externas,24080,SUB-PRE.26,"A partir de ejemplos de informes académicos de los alumnos, identificar los que requieren seguimiento oportuno en los procesos de enseñanza y aprendizaje.",Comprensión,,,,,,,Piloto focal,Piloto focal
