Sujeto,Grupo,Condicion,Día,Corto_enCorto,Corto_enLargo,Largo_enCorto,Largo_enLargo,EnsayosCortos,EnsayosLargos
33,2v8,M,7,34,6,19,48,53,54
33,2v8,M,8,18,6,21,40,40,46
33,2v8,M,9,40,7,26,52,68,59
33,2v8,M,10,29,13,11,31,41,45
33,3v12,LB,1,27,6,7,25,34,31
33,3v12,LB,2,30,3,4,34,34,37
33,3v12,LB,3,38,14,3,30,41,45
33,3v12,LB,4,32,9,6,28,38,37
33,3v12,LB,5,29,12,5,23,34,35
33,3v12,LB,6,30,4,9,29,39,33
33,3v12,LB,7,36,6,4,40,40,46
33,3v12,LB,8,39,6,2,36,41,42
33,3v12,LB,9,27,2,1,31,28,33
33,3v12,LB,10,32,7,4,31,36,38
33,3v12,M,1,32,8,5,28,37,36
33,3v12,M,2,27,6,10,39,39,45
33,3v12,M,3,24,5,11,31,36,36
33,3v12,M,4,31,6,6,32,37,38
33,3v12,M,5,30,5,3,30,36,37
33,3v12,M,6,45,6,4,40,49,46
33,3v12,M,7,25,4,3,26,28,30
33,3v12,M,8,36,5,6,33,42,38
33,3v12,M,9,23,8,3,15,26,23
33,3v12,M,10,22,4,6,27,28,31
33,5v2,LB,1,18,8,11,32,29,40
33,5v2,LB,2,26,6,7,26,34,32
33,5v2,LB,3,12,12,21,20,33,32
33,5v2,LB,4,32,6,5,31,37,38
33,5v2,LB,5,30,10,11,24,41,35
33,5v2,LB,6,35,9,8,36,43,45
33,5v2,LB,7,31,15,8,34,39,49
33,5v2,LB,8,34,7,12,36,46,43
33,5v2,LB,9,17,8,6,16,23,24
33,5v2,LB,10,25,5,4,28,29,33
33,5v2,M,1,22,6,11,26,33,32
33,5v2,M,2,21,5,12,32,38,38
33,5v2,M,3,22,5,8,23,30,28
33,5v2,M,4,13,7,18,30,34,38
33,5v2,M,5,19,1,14,32,34,35
33,5v2,M,6,25,3,13,42,43,47
33,5v2,M,7,19,2,17,30,38,32
33,5v2,M,8,17,1,16,32,34,34
33,5v2,M,9,17,0,15,34,32,34
33,5v2,M,10,23,1,19,35,42,36
33,1v4,LB,1,30,7,7,30,37,37
33,1v4,LB,2,33,6,6,30,39,36
33,1v4,LB,3,27,3,9,37,36,40
33,1v4,LB,4,31,4,5,40,36,44
33,1v4,LB,5,36,3,4,36,40,39
33,1v4,LB,6,44,5,9,44,53,49
33,1v4,LB,7,28,2,3,31,31,33
33,1v4,LB,8,39,2,2,41,41,43
33,1v4,LB,9,36,2,5,31,41,33
33,1v4,LB,10,19,3,2,21,21,24
33,1v4,M,1,26,5,13,35,39,40
33,1v4,M,2,21,3,7,27,28,30
33,1v4,M,3,21,3,12,31,33,34
33,1v4,M,4,14,2,18,33,36,42
33,1v4,M,5,28,8,8,26,36,36
33,1v4,M,6,19,3,12,31,34,38
33,1v4,M,7,26,5,12,30,38,35
33,1v4,M,8,25,6,14,33,40,39
33,1v4,M,9,17,3,13,28,30,31
33,1v4,M,10,32,6,7,26,42,33
5,3v12,LB,1,48,8,1,44,49,52
5,3v12,LB,2,44,10,4,30,48,40
5,3v12,LB,3,55,15,1,44,56,59
5,3v12,LB,4,55,15,3,34,58,49
5,3v12,LB,5,41,10,0,29,41,39
5,3v12,LB,6,44,12,3,42,47,54
5,3v12,LB,7,36,7,0,32,36,39
5,3v12,LB,8,43,6,3,38,46,44
5,3v12,LB,9,42,5,2,41,44,46
5,3v12,LB,10,28,6,4,20,32,26
5,3v12,M,1,31,14,17,40,48,54
5,3v12,M,2,39,10,21,58,60,68
5,3v12,M,3,37,6,13,38,50,44
5,3v12,M,4,28,4,13,42,41,46
5,3v12,M,5,30,8,6,34,36,42
5,3v12,M,6,39,4,6,35,45,39
5,3v12,M,7,39,3,4,42,43,45
5,3v12,M,8,44,4,11,53,55,57
5,3v12,M,9,30,3,7,32,37,35
5,3v12,M,10,26,4,7,32,33,36
5,5v2,LB,1,27,7,8,31,35,38
5,5v2,LB,2,25,13,7,30,32,43
5,5v2,LB,3,28,10,7,30,35,40
5,5v2,LB,4,32,5,12,42,44,47
5,5v2,LB,5,26,2,11,32,37,34
5,5v2,LB,6,30,6,8,30,38,36
5,5v2,LB,7,24,6,4,31,28,37
5,5v2,LB,8,25,8,9,25,34,33
5,5v2,LB,9,24,6,8,28,32,34
5,5v2,LB,10,33,4,9,32,42,36
5,5v2,M,1,25,7,9,23,34,30
5,5v2,M,2,23,3,12,33,35,36
5,5v2,M,3,27,1,9,39,36,40
5,5v2,M,4,34,4,10,36,44,40
5,5v2,M,5,16,3,17,26,33,29
5,5v2,M,6,35,2,16,43,51,45
5,5v2,M,7,22,4,8,32,30,36
5,5v2,M,8,21,3,7,29,28,32
5,5v2,M,9,24,2,12,32,36,34
5,5v2,M,10,20,4,7,26,27,30
5,1v4,LB,1,25,6,13,32,38,38
5,1v4,LB,2,28,5,6,29,34,34
5,1v4,LB,3,38,8,4,34,42,42
5,1v4,LB,4,32,5,5,33,37,38
5,1v4,LB,5,35,6,3,42,38,48
5,1v4,LB,6,28,2,10,26,38,28
5,1v4,LB,7,33,4,2,30,35,34
5,1v4,LB,8,25,2,6,29,31,31
5,1v4,LB,9,19,1,11,31,30,32
5,1v4,LB,10,27,1,12,30,39,31
5,1v4,M,1,24,5,10,22,34,27
5,1v4,M,2,28,2,8,36,36,38
5,1v4,M,3,41,5,7,35,48,40
5,1v4,M,4,35,4,6,33,41,37
5,1v4,M,5,27,3,5,34,32,37
5,1v4,M,6,35,0,7,38,42,38
5,1v4,M,7,34,1,0,35,34,36
5,1v4,M,8,20,1,6,29,26,30
5,1v4,M,9,24,0,6,30,30,30
5,1v4,M,10,32,0,6,39,38,39
5,2v8,LB,1,39,4,6,36,45,40
5,2v8,LB,2,22,5,8,31,30,36
5,2v8,LB,3,32,5,6,32,38,37
5,2v8,LB,4,26,4,7,24,33,28
5,2v8,LB,5,28,7,4,26,32,33
5,2v8,LB,6,15,4,5,13,20,17
5,2v8,LB,7,30,5,3,32,33,37
5,2v8,LB,8,34,8,5,35,39,43
5,2v8,LB,9,40,1,6,40,46,41
5,2v8,LB,10,41,2,5,38,46,40
5,2v8,M,1,22,2,7,32,29,34
5,2v8,M,2,24,5,5,31,29,36
5,2v8,M,3,24,3,9,28,33,31
5,2v8,M,4,22,5,7,23,29,28
5,2v8,M,5,29,3,7,30,36,33
5,2v8,M,6,24,5,7,31,31,36
5,2v8,M,7,34,2,5,34,39,36
5,2v8,M,8,31,3,8,36,39,39
5,2v8,M,9,32,6,7,38,39,44
5,2v8,M,10,35,4,15,40,50,44
